Date,Symbol,Open,High,Low,Close,Volume,extra,Moving Avg 30,Moving Avg 90
2015-03-24,ABC,4.5,4.58,4.46,4.58,2471779,,4.20566666667,3.78088888889
2015-03-25,ABC,4.59,4.6,4.49,4.52,1781001,,4.22766666667,3.79233333333
2015-03-26,ABC,4.42,4.5,4.39,4.46,2003425,,4.24833333333,3.803
2015-03-27,ABC,4.4,4.57,4.4,4.57,1829170,,4.27,3.81522222222
2015-03-30,ABC,4.53,4.54,4.435,4.46,3385850,,4.28866666667,3.82577777778
2015-03-31,ABC,4.49,4.57,4.49,4.53,1096053,,4.31066666667,3.83733333333
2015-04-01,ABC,4.46,4.53,4.46,4.48,1239856,,4.32933333333,3.84922222222
2015-04-02,ABC,4.48,4.58,4.48,4.56,967345,,4.35366666667,3.86233333333
2015-04-07,ABC,4.56,4.64,4.56,4.61,1279499,,4.38066666667,3.87522222222
2015-04-08,ABC,4.59,4.71,4.59,4.69,769808,,4.40866666667,3.88922222222
2015-04-09,ABC,4.69,4.7,4.59,4.62,2283224,,4.43466666667,3.90177777778
2015-04-10,ABC,4.61,4.64,4.555,4.63,1111268,,4.45933333333,3.91433333333
2015-04-13,ABC,4.63,4.65,4.56,4.57,820822,,4.47233333333,3.927
2015-04-14,ABC,4.54,4.56,4.5,4.53,1485401,,4.48066666667,3.93933333333
2015-04-15,ABC,4.52,4.545,4.45,4.52,1542642,,4.49066666667,3.95088888889
2015-04-16,ABC,4.61,4.645,4.53,4.58,1195440,,4.50033333333,3.96288888889
2015-04-17,ABC,4.56,4.61,4.52,4.55,1456017,,4.50866666667,3.97433333333
2015-04-20,ABC,4.5,4.52,4.46,4.48,1027672,,4.50966666667,3.98444444444
2015-04-21,ABC,4.48,4.56,4.46,4.55,1694876,,4.51133333333,3.99511111111
2015-04-22,ABC,4.55,4.59,4.53,4.54,802364,,4.515,4.00622222222
2015-04-23,ABC,4.55,4.555,4.43,4.51,1091995,,4.51533333333,4.017
2015-04-24,ABC,4.56,4.69,4.55,4.66,1372126,,4.52,4.02988888889
2015-04-27,ABC,4.69,4.75,4.64,4.67,1297538,,4.52433333333,4.04311111111
2015-04-28,ABC,4.68,4.7,4.63,4.64,734604,,4.532,4.05666666667
2015-04-29,ABC,4.62,4.64,4.5,4.54,1551659,,4.53766666667,4.06922222222
2015-04-30,ABC,4.5,4.53,4.46,4.52,1133773,,4.543,4.08166666667
2015-05-01,ABC,4.55,4.565,4.48,4.55,707536,,4.54966666667,4.09477777778
2015-05-04,ABC,4.54,4.645,4.54,4.6,1018404,,4.55533333333,4.10733333333
2015-05-05,ABC,4.65,4.66,4.54,4.6,1121755,,4.56033333333,4.119
2015-05-06,ABC,4.51,4.53,4.45,4.47,1496123,,4.55966666667,4.12944444444
2015-05-07,ABC,4.44,4.5,4.39,4.48,933026,,4.55633333333,4.14011111111
2015-05-08,ABC,4.42,4.5,4.42,4.48,854650,,4.555,4.14977777778
2015-05-11,ABC,4.5,4.55,4.5,4.52,1472029,,4.557,4.16022222222
2015-05-12,ABC,4.52,4.61,4.52,4.56,1829740,,4.55666666667,4.17122222222
2015-05-13,ABC,4.53,4.54,4.51,4.52,1408902,,4.55866666667,4.18111111111
2015-05-14,ABC,4.5,4.54,4.49,4.53,1572232,,4.55866666667,4.19088888889
2015-05-15,ABC,4.59,4.605,4.51,4.52,1636490,,4.56,4.20111111111
2015-05-18,ABC,4.52,4.55,4.48,4.5,942395,,4.558,4.21111111111
2015-05-19,ABC,4.53,4.53,4.445,4.45,1875382,,4.55266666667,4.22022222222
2015-05-20,ABC,4.46,4.46,4.3,4.32,3672370,,4.54033333333,4.22744444444
2015-05-21,ABC,4.32,4.49,4.31,4.48,2060028,,4.53566666667,4.23655555556
2015-05-22,ABC,4.49,4.53,4.45,4.46,846321,,4.53,4.24488888889
2015-05-25,ABC,4.46,4.55,4.44,4.55,1217623,,4.52933333333,4.255
2015-05-26,ABC,4.54,4.6,4.54,4.58,2263573,,4.531,4.26577777778
2015-05-27,ABC,4.6,4.8,4.6,4.8,2428877,,4.54033333333,4.27944444444
2015-05-28,ABC,4.8,4.8,4.6,4.65,1274299,,4.54266666667,4.29133333333
2015-05-29,ABC,4.65,4.71,4.63,4.65,1829942,,4.546,4.30311111111
